code,name_en,name_tc,address_en,address_tc,telephone,hours_en,hours_tc,lat,lng,district,district_tc,sub_district,sub_district_tc,type,bizTypeCode,cold_chain
852A2002,"Conv. Store Shop 301 & 302, Choi Wah House, Choi Yuen Estate, Sheung Shui, N.T.",便利店 彩園村OK便利店,"Shop 301 & 302, Choi Wah House, Choi Yuen Estate, Sheung Shui, N.T.",新界上水彩園邨彩華樓地下301至302號鋪OK #18*,,00:00-23:59,00:00-23:59,22.49983,114.126395,North District,北區,Sheung Shui,上水,partner,"3,6,7",false
852A2006,"Conv. Store Shop 6, Ka Fuk Shopping Centre, Ka Fuk Estate, Fanling, N.T.",便利店 嘉福村商場OK便利店,"Shop 6, Ka Fuk Shopping Centre, Ka Fuk Estate, Fanling, N.T.",新界粉嶺嘉福邨商場中心6號鋪*OK #127,,00:00-23:59,00:00-23:59,22.493281,114.135619,North District,北區,Fanling,粉嶺,partner,"3,6,7",false
852A2008,"Conv. Store Shop 12, G/F, Yung Shing Shopping Centre, Yung Shing Court, Fanling, N.T.",便利店 雍盛商場OK便利店,"Shop 12, G/F, Yung Shing Shopping Centre, Yung Shing Court, Fanling, N.T.",新界粉嶺雍盛商場地下12號鋪*OK #185,,00:00-23:59,00:00-23:59 周六:00:00-00:00 周日:00:00-00:00,22.482671,114.138626,North District,北區,Fanling,粉嶺,partner,"3,6,7",false
852A2014,"Conv. Store Shop No. 1, G/F, Sing Fai House, Fai Ming Estate, Fanling, N.T",便利店 暉明邨OK便利店,"Shop No. 1, G/F, Sing Fai House, Fai Ming Estate, Fanling, N.T",粉嶺暉明邨升暉樓地下1號鋪OK #590*,,00:00-23:59,00:00-23:59,22.4816401,114.136836,North District,北區,Fanling,粉嶺,partner,"3,6,7",false
852A2016,OK #713,OK #713,"Shop 31, G/F, Queens Hill Shopping Centre, Queens Hill Estate, Fanling, New Territories",粉嶺皇後山邨皇後山商場地下31鋪OK #713*,,00:00-00:00,00:00-00:00 周六:00:00-00:00 周日:00:00-00:00 節假日:00:00-00:00,22.503708,114.157459,Tai Po District,大埔區,Tai Po,大埔,partner,"3,6,7",false
852A2017,OK #278,便利店 欣盛苑停車場大廈OK,"Shop NO.1 G/F., Carpark Building, Yan Shing Court, Fanling",粉嶺欣盛苑停車場大廈地下1號鋪OK #278*,,06:00-23:30,06:00-23:30 周六:06:00-23:30 周日:06:00-23:30 節假日:06:00-23:30,22.4864746,114.1392589,North District,北區,Fanling,粉嶺,partner,"3,6,7",false
852A2018,OK#540,便利店 華明商場地下OK,"Shop No. G22, Ground Floor , Wah Ming Shopping Centre, Fanling",粉嶺華明商場地下G22 號鋪OK#540*,,00:00-00:00,00:00-00:00 周六:00:00-00:00 周日:00:00-00:00 節假日:00:00-00:00,22.484029,114.141034,Tai Po District,大埔區,Tai Po,大埔,partner,"3,6,7",false
852A2019,OK #716*,便利店 榮福中心地下OK,"Shops 72,73,76,77,95-97,100-102 on G/F, Wing Fok Centre, No.1 Luen Chit Street, Fanling, New Territories","粉嶺榮福中心地下72-77,95-97,100-102號鋪OK #716*",,00:00-00:00,00:00-00:00 周六:00:00-00:00 周日:00:00-00:00 節假日:00:00-00:00,22.500966,114.141384,North District,北區,Fanling,粉嶺,partner,"3,6,7",false
852A2020,OK #341,便利店 清河邨商場13號鋪OK,"No. 13 Ching Ho Shopping Centre, Fanling, N.T.",粉嶺清河邨商場13號鋪OK #341*,,00:00-00:00,00:00-00:00 周六:00:00-00:00 周日:00:00-00:00 節假日:00:00-00:00,22.494331,114.127353,North District,北區,Fanling,粉嶺,partner,"3,6,7",false
852A2021,OK #571,便利店 上水中心商場地下OK,"Shop Nos. 1004A & 1004B on Level 1, Sheung Shui Centre, Sheung Shui.",新界上水中心商場地下1004A及1004B號鋪OK #571 *,,00:00-00:00,00:00-00:00 周六:00:00-00:00 周日:00:00-00:00 節假日:00:00-00:00,22.501225,114.129533,North District,北區,Sheung Shui,上水,partner,"3,6,7",false
852A2022, OK #704,便利店 逸峯廣場地下OK,"Shop No.G11A, Ground Floor, Green Code Plaza, 1 Ma Sik Road, Fanling, New Territories, Hong Kong",新界粉嶺馬適路1號逸峯廣場地下G11A號鋪 OK #704*,,07:00-23:00,07:00-23:00 周六:07:00-23:00 周日:07:00-23:00 節假日:07:00-23:00,22.500804,114.145421,North District,北區,Fanling,粉嶺,partner,"3,6,7",false
852A2023,OK #764,便利店 清濤商場OK,"Shop No. G08, G/F, Ching Tao Shopping Centre, Ching Tao Court, Fanling(OK #764)*",粉嶺清濤苑清濤商場地下G08號鋪(OK #764)*,,07:00-23:00,07:00-23:00,22.49498895223178,114.1287360107678,North District,北區,Sheung Shui,上水,partner,"3,6,7",false
852A2024,花都廣場商場OK,便利店 花都廣場商場OK,"Shop Nos. A62-A64, Ground Floor (Level 1), Flora Plaza, No. 88 Pak Wo Road, Fanling, N.T",香港新界粉嶺百和路88號花都廣場商場地下A62-A64OK #765,,07:00-23:00,07:00-23:00,22.485808590340376,114.14157568294156,Tai Po District,大埔區,Tai Po,大埔,partner,"3,6,7",false
852A3004,"Indiv. Store Shop 120, G/F, Tin Ming House,Tin Ping Est, Sheung Shui",合作點 千品城,"Shop 120, G/F, Tin Ming House,Tin Ping Est, Sheung Shui*",香港北區上水天平邨天明樓地下120號鋪 千品城*,,13:00-21:00,13:00-21:00 周六:13:00-19:00 周日:13:00-19:00,22.503554,114.1338055,North District,北區,Sheung Shui,上水,partner,"3,6,7",false
852A3012,"Indiv. Store Shop 40-6&40-7, G/F, Tai Po Plaza, Tai Po, NT",合作點 藝蓓音樂中心,"Shop 40-6&40-7, G/F, Tai Po Plaza, Tai Po, NT*",新界大埔廣場地下麗晶廊40-6至40-7鋪 藝蓓音樂中心*,,12:00-20:30,12:00-20:30 周六:12:00-20:00 周日:12:00-18:00,22.45301732,114.170461,Tai Po District,大埔區,Tai Po,大埔,partner,"3,6,7",false
852A3013,"Flat/Rm A3-B, DD83 LOT 926, Ma Liu Shui San Tsuen, Fanling, NT",合作店 皇后自提點,"Flat/Rm A3-B, DD83 LOT 926, Ma Liu Shui San Tsuen, Fanling, NT*","新界粉嶺馬料水新村926號DD83, A3-B 皇后自提點*",,09:00-20:00,09:00-20:00,22.5055125,114.155747,North District,北區,Fanling,粉嶺,partner,"3,6,7",false
852A3015,高峰動力科技,合作店 高峰動力科技,"G/F,No.25,Kai Leng Tsuen，Fanling, NT*",粉嶺雞嶺村25號地下(高峰動力科技)*,,13:00-20:00,13:00-20:00 周六:10:00-14:00,22.493656,114.129386,North District,北區,Fanling,粉嶺,partner,"3,6,7",false
852A3017,路卡斯士多,合作店 路卡斯士多,"G/F, 14 Fanling Wai, Fanling*",粉嶺粉嶺圍14號地下(路卡斯士多)*,,09:00-20:00,09:00-20:00 周六:09:00-20:00 周日:09:00-20:00 節假日:09：00-20:00,22.498614,114.135272,North District,北區,Fanling,粉嶺,partner,"3,6,7",false
852A3018,苦辛辛倉儲（翠麗商場）,合作店 苦辛辛倉儲（翠麗商場）,"Shop 6，G/F，Tsui Lai Garden Shopping Arcade,Sheung Shui, NT*",上水翠麗花園商場地下6號鋪(苦辛辛倉儲)*,,13:00-20:00,13:00-20:00 周六:13:00-20:00,22.507605,114.129076,North District,北區,Sheung Shui,上水,partner,"3,6,7",false
852A3021,小小世界,合作店 小小世界,"Shop SW31, 11th Street, 1 / F, Luen Wo Hui Market, Fanling*",粉嶺聯和 墟街市1樓第十一街SW31鋪‎‬‬‎‎‎ 小小世界*,,11:00-19:00,11:00-19:00 周六:11:00-19:00 周日:10:00-15:00,22.49998,114.144339,Tai Po District,大埔區,Tai Po,大埔,partner,"3,6,7",false
852A3022,臻成發展有限公,合作點 臻成發展有限公司自提點,"Unit D, G/F, No 20 1st Lane, Po Sheung Tsuen, Sheung Shui, NT*",上水上水圍莆上村1巷20D地下 臻成發展有限公司自提點*,,13:00-21:00,13:00-21:00,22.5089692,114.1244144,North District,北區,Sheung Shui,上水,partner,"3,6,7",false
852AA,"Tung Mau Square, Tai Po",大埔同茂坊順豐站,"G/F, North Wing ,1 & 3 Tung Mau Square*^,Tai Po,Tai Po District,Hong Kong",香港大埔區大埔同茂坊1及3號北翼地鋪*,98160449,Mon to Sat 09:00-20:00; Sun & Statutory Holidays 09:00-18:00,"周一至周六,09:00-20:00;周日及勞工假期,09:00-18:00",22.449009,114.167336,Tai Po District,大埔區,Tai Po,大埔,station,"1,3,5,6,7",true
852AA2001,"Shop A, G/F, 26 Tai Wing Lane, Tai Po, N.T.",大榮里OK便利店,"Shop A, G/F, 26 Tai Wing Lane, Tai Po, N.T.",香港新界大埔大榮里26號地下A號鋪OK #7*,,00:00-23:59,00:00-23:59,22.4473711,114.1668201,Tai Po District,大埔區,Tai Po,大埔,partner,"3,6,7",false
852AA2004,"Shop 23 & 24, Fu Heng Shopping Centre, Tai Po, N.T.",富亨商場OK便利店,"Shop 23 & 24, Fu Heng Shopping Centre, Tai Po, N.T.",新界大埔富亨邨富亨商場中心23-24號鋪OK #84,,00:00-00:00,00:00-00:00 周六:00:00-00:00 周日:00:00-00:00 節假日:00:00-00:00,22.458004,114.171715,Tai Po District,大埔區,Tai Po,大埔,partner,"3,6,7",false
852AA2005,"Shop 1, Wan Tau Tong Shopping Centre, Tai Po, N.T.",便利店 運頭塘OK便利店,"Shop 1, Wan Tau Tong Shopping Centre, Tai Po, N.T.",新界大埔運頭塘村商場1號鋪OK #86*,,00:00-23:55,00:00-23:55,22.44207,114.166878,Tai Po District,大埔區,Tai Po,大埔,partner,"3,6,7",false
852AA2014,"Conv. Store Shop G19A & G20, G/F, Fu Shin Shopping Centre, Fu Shin Estate, Tai Po, N.T.",便利店 富善商場OK便利店,"Shop G19A & G20, G/F, Fu Shin Shopping Centre, Fu Shin Estate, Tai Po, N.T.",新界大埔富善邨富善商場地下G19A及G20號鋪OK #392*,,00:00-23:59,00:00-23:59,22.453865,114.174718,Tai Po District,大埔區,Tai Po,大埔,partner,"3,6,7",false
852AA2015,"Shop 4, 10B, 10C & 10D, G/F, Elegance Garden, 1-7 Nam Wan Road, Tai Po, N.T.",便利店 富雅花園OK便利店,"Shop 4, 10B, 10C & 10D, G/F, Elegance Garden, 1-7 Nam Wan Road, Tai Po, N.T.","香港新界大埔富雅花園地下4號鋪10B,10C及10D號鋪OK #427*",,00:00-00:00,00:00-00:00 周六:00:00-00:00 周日:00:00-00:00 節假日:00:00-00:00,22.4445296,114.1667533,Tai Po District,大埔區,Tai Po,大埔,partner,"3,6,7",false
852AA2019,OK#562*,便利店 福昌樓OK,"Shop 4 on G/F., Fuk Cheong Bldg., Nos. 12/14 Kwong Fuk Lane, Nos. 5, 7 & 19 Kwong Fuk Square, Tai Po, New Territories",大埔廣福里12/14號及廣福坊5 & 19號福昌樓地下4號鋪 OK#562*,,00:00-00:00,00:00-00:00 周六:00:00-00:00 周日:00:00-00:00 節假日:00:00-00:00,22.447928,114.16739,Tai Po District,大埔區,Tai Po,大埔,partner,"3,6,7",false
852AA3003,"Indiv. Store Shop 65, G/F, Kwong Fuk Market, Kwong Fuk Estate, Tai Po, NT",合作點 小人國,"Shop 65, G/F, Kwong Fuk Market, Kwong Fuk Estate, Tai Po, NT*",新界大埔廣福邨廣福街市地下65號鋪(小人國)*,,11:00-21:00,11:00-21:00 周六:11:00-21:00 周日:10:00-16:00,22.4492657,114.1746633,Tai Po District,大埔區,Tai Po,大埔,partner,"3,6,7",false
852AA3005,雨敵專業汽車美容,合作店 雨敵專業汽車美容,1A1 PUN CHUNG SAN TSUEN TAI PO*,大埔泮涌新村(雨敵專業汽車美容)*,,09:00-21:00,09:00-21:00 周六:09:00-21:00 周日:09:00-18:00 節假日:09:00-18:00,22.444761,114.166087,Tai Po District,大埔區,Tai Po,大埔,partner,"3,6,7",false
852AA3006,專業電腦公司,合作店 專業電腦公司,L2 230 B PLOVER COVE GARDEN PLAZA TAI PO*,大埔寶湖道3號寶湖花園商場230 B鋪專業電腦公司*,,10:30-20:30,10:30-20:30 周六:10:30-20:30,22.44955912,114.1684953,Tai Po District,大埔區,Tai Po,大埔,partner,"3,6,7",false
852AA3007,寶順通,合作店 寶順通,"Ground Floor, Po Shun Building, 1 Po Shing Street, Tai Po*",大埔寶鄉邨寶順樓地下(寶順通驛站)*,,11:30-20:30,11:30-20:30 周六:11:30-20:30 周日:13:00-20:30 節假日:13:00-20:30,22.4473506,114.1657752,Tai Po District,大埔區,Tai Po,大埔,partner,"3,6,7",false
852AA4001,"Petrol Station Lot 1945 in DD7, Hong Lok Yuen, Tai Po, N.T.",油站 康樂園Shell油站,"Lot 1945 in DD7, Hong Lok Yuen, Tai Po, N.T.",香港新界大埔康樂園7號地段1945號 Shell #369*,,00:00-23:59,00:00-23:59,22.461678,114.151876,Tai Po District,大埔區,Tai Po,大埔,partner,"3,6,7",false
852AAL,"Verbena Heights, Tseung Kwan O",將軍澳茵怡花園順豐站,"Shop No. 6, G/F, Block 1, Verbena Heights, 8 Mau Tai Road*,Tseung Kwan O,Sai Kung District,Hong Kong",香港西貢區將軍澳貿泰路8號茵怡花園第1座地下6號鋪*,64635030,Mon to Fri 11:00-22:00; Sun & Public Holidays 12:00-20:00; Sat 12:00-20:00,"周一至周五,10:30-22:00;周日及公眾假期,12:00-20:00; 周六, 12:00-20:00",22.322014,114.255703,Sai Kung District,西貢區,Tseung Kwan O,將軍澳,station,"1,3,5,6,7",true
852AB2001,OK#594,便利店 昌運中心商場OK,"Unit A of Shops 57-66 on the Ground Floor of Fortune Plaza, No. 4 On Chee Road, Tai Po, New Territories",大埔安慈路4號昌運中心商場57-66號地下A號鋪OK#594*,,00:00-00:00,00:00-00:00 周六:00:00-00:00 周日:00:00-00:00 節假日:00:00-00:00,22.452677,114.168362,Tai Po District,大埔區,Tai Po,大埔,partner,"3,6,7",false
852AB2002,OK #744,便利店 富亨商場地下16號鋪OK,"Shop No.16, Ground Floor, Multi-purpose Complex (also known as Fu Heng Shopping Centre), Fu Heng Estate, No.6 Chung Nga Road, Tai Po, N.T.",新界大埔頌雅路6號富亨商場地下16號鋪 OK #744 ,,00:00-00:00,00:00-00:00 周六:00:00-00:00 周日:00:00-00:00 節假日:00:00-00:00,22.458164,114.171284,Tai Po District,大埔區,Tai Po,大埔,partner,"3,6,7",false
852AB2003,OK# 745,便利店 太和中心地下3號鋪OK,"Shop 3 on G/F Tai Wo Centre, 15 Tai Po Tai Wo Road, Tai Po, New Territories",新界大埔太和路15號太和中心地下3號鋪 OK# 745*,,00:00-00:00,00:00-00:00 周六:00:00-00:00 周日:00:00-00:00 節假日:00:00-00:00,22.452302,114.164067,Tai Po District,大埔區,Tai Po,大埔,partner,"3,6,7",false
852AB2004,富蝶商場OK,便利店 富蝶商場地下OK,"Shop No. 31, LG/F, Fu Tip Shopping Centre, Fu Tip Estate (Phase 2), Tai Po",大埔富蝶邨二期富蝶商場地下低層31號鋪OK #760*,,00:00-23:59,00:00-23:59,22.46372330089039,114.17632836760095,Tai Po District,大埔區,Tai Po,大埔,partner,"3,6,7",false
852AB3005,新興自提點,合作店 新興自提點,"Shop 32A,G/F，Sun Hing Shopping Mall，Sun Hing Garden，Tai Po*",大埔安埔里2號新興花園商場地下32A‎‬‬‎‎‎（新興自提點）*,,13:00-20:00,13:00-20:00 周六:13:00-20:00 周日:13:00-17:00 節假日:13:00-17:00,22.452912,114.173363,Tai Po District,大埔區,Tai Po,大埔,partner,"3,6,7",false
852AB3010,榮暉自提點,合作店 榮暉自提點,"Shop 17A，Wing Fai Plaza, Tai Po(15:00-16:00 Closed)*",大埔榮暉花園商場17A鋪 榮暉自提點(15:00-16:00午休)*,,13:00-20:00,13:00-20:00 周六:12:00-21:00 周日:12:00-20:00,22.4536174,114.16562787,Tai Po District,大埔區,Tai Po,大埔,partner,"3,6,7",false
852AB3011,彩禧生活百貨,合作店 彩禧生活百貨,"Shop 14, Ground Floor, Fudie Shopping Centre, Tai Po District*",大埔區富蝶商場地下14號鋪 彩禧生活百貨*,,11:00-20:00,11:00-20:00 周六:11:00-20:00 周日:11:00-20:00 節假日:11:00-20:00,22.46342032,114.17554714,Tai Po District,大埔區,Tai Po,大埔,partner,"3,6,7",false
852AB3012,俊筠速遞,合作店 俊筠速遞,"Shop 7, Fook Tak Shopping Centre, Fook Tak Estate, Tai Po（14:00-15:00 closed）*",大埔富蝶邨富蝶商場7號鋪 （14:00-15:00午休）俊筠速遞*,,12:00-20:00,12:00-20:00 周六:12:00-20:00 周日:12:00-20:00 節假日:12:00-20:00,22.4642954,114.1767551,Tai Po District,大埔區,Tai Po,大埔,partner,"3,6,7",false
852ABL,"Bauhinia Garden, Tseung Kwan O",將軍澳寶盈花園商場順豐站,"Shop Nos. S21 & S21A on The First Floor of Commercial Centre, Bauhinia Garden, 11 Tong Chun Street*,Tseung Kwan O,Sai Kung District,Hong Kong",香港西貢區將軍澳唐俊街11號寶盈花園商場一樓S21-S21A號鋪*,64635030,Mon to Fri 11:00-21:00; Sun & Public Holidays 12:00-20:00; Sat 12:00-20:00,"周一至周五,11:00-21:00;周日及公眾假期,12:00-20:00; 周六,12:00-20:00",22.3069383,114.2617571,Sai Kung District,西貢區,Tseung Kwan O,將軍澳,station,"1,3,5,6,7",true
852ACL,"Sceneway Plaza, Lam Tin",藍田匯景廣場順豐站,"Shop 4A20-22, 3/F , Sceneway Plaza, 8 Sceneway Road*^,Lam Tin,Kwun Tong District,Hong Kong",香港觀塘區藍田匯景道8號匯景廣場3樓4A20-22號鋪*,55261667,Mon to Fri 11:00-22:00; Sun & Public Holidays 12:00-20:00; Sat 12:00-20:00,"周一至周五,11:00-22:00;周日及公眾假期,12:00-20:00;周六,12:00-20:00",22.3069951,114.2335701,Kwun Tong District,觀塘區,Lam Tin,藍田,station,"1,3,5,6,7",true
852AJL,"Domain, Yau Tong",油塘大本型順豐站,"Shop 229, 2/F, Domain*^,Yau Tong,Kwun Tong District,Hong Kong",香港觀塘區油塘大本型2樓229號鋪*,55261667,Mon to Fri 10:00-21:00; Sun & Public Holidays 12:00-20:00; Sat 12:00-20:00,"周一至周五,11:00-21:00;周日及公眾假期,12:00-20:00; 周六, 12:00-20:00",22.296592,114.238758,Kwun Tong District,觀塘區,Yau Tong,油塘,station,"3,5,6,7,1",true
852B2001,"G/F, Nam Shan Estate Commerce Building, Nam Shan Estate, Shek Kip Mei, KLN",便利店 南山村OK便利店,"G/F, Nam Shan Estate Commerce Building, Nam Shan Estate, Shek Kip Mei, KLN",九龍石硤尾南山邨南山商場大廈地下OK #98*,,00:00-00:00,00:00-00:00 周六:00:00-00:00 周日:00:00-00:00 節假日:00:00-00:00,22.333659,114.170267,Sham Shui Po District,深水埗區,Shek Kip Mei,石硤尾,partner,"3,6,7",false
852B2006,"Conv. Store Shop G10, G/F, Metro Harbour Plaza, Tai Kok Tsui, KLN",便利店 港灣豪庭OK便利店,"Shop G10, G/F, Metro Harbour Plaza, Tai Kok Tsui, KLN",大角咀港灣豪庭地下G10號鋪OK #247*,,00:00-23:59,00:00-23:59,22.324276,114.159936,Yau Tsim Mong District,油尖旺區,Tai Kok Tsui,大角咀,partner,"3,6,7",false
852B2012,"G/F, 43 Bute Street, Mong Kok, KLN",便利店 弼街OK便利店,"G/F, 43 Bute Street, Mong Kok, KLN",九龍旺角弼街43號地下OK #208*,,00:00-23:59,00:00-23:59,22.322306,114.169718,Yau Tsim Mong District,油尖旺區,Mong Kok,旺角,partner,"3,6,7",false
852B2014,"Conv. Store Shop 7, G/F, 83 Sycamore St, Tsui, Shining Heights, Tai Kok Tsui, KL",便利店 富善商場OK便利店,"Shop 7, G/F, 83 Sycamore St, Tsui, Shining Heights, Tai Kok Tsui, KL",九龍大角咀詩歌舞街亮賢居地下OK #701*,,00:00-23:59,00:00-23:59,22.3255462,114.162328,Yau Tsim Mong District,油尖旺區,Tai Kok Tsui,大角咀,partner,"3,6,7",false
852B3001,"Shop11, King Wang Heights, 7 Tit Shu Street, Tai Kok Tsui, KL",合作點 淘寶集運自提點,"Shop11, King Wang Heights, 7 Tit Shu Street, Tai Kok Tsui, KL*",九龍大角咀鐵樹街7號金旺閣11號鋪(富多來商場一期公園仔對面) 淘寶集運自提點**,,12:30-19:30,12:30-19:30,22.3201664,114.163243,Yau Tsim Mong District,油尖旺區,Tai Kok Tsui,大角咀,partner,"3,6,7",false
852BA,"Yu Chau Street, Prince Edward",太子汝洲街順豐站,"G/F, 58 Yu Chau Street*^,Prince Edward,Yau Tsim Mong District,Hong Kong",香港油尖旺區太子汝州街58號地下*,64635742,Mon to Sat 09:00-20:00; Sun & Statutory Holidays Closed,"周一至周六,09:00-20:00;周日及勞工假期,休息",22.3268229,114.1657536,Yau Tsim Mong District,油尖旺區,Prince Edward,太子,station,"1,3,5,6,7",true
852BA2001,"Conv. Store Shop E, G/F, & C/L., 42-44 Kweilin Street, Sham Shui Po, KLN",便利店 桂林街OK便利店,"Shop E, G/F, & C/L., 42-44 Kweilin Street, Sham Shui Po, KLN",九龍深水埗桂林街42-44號地下E號鋪OK #180*,,00:00-23:59,00:00-23:59,22.331767,114.162634,Sham Shui Po District,深水埗區,Sham Shui Po,深水埗,partner,"3,6,7",false
852BA2004,"Conv. Store Shop LG401, LG4/F, Pak Tin Commercial Centre, Pak Tin Estate Phases 7 & 8, Sham Shui Po",便利店 白田商場OK便利店,"Shop LG401, LG4/F, Pak Tin Commercial Centre, Pak Tin Estate Phases 7 & 8, Sham Shui Po",深水埗白田邨白田商場第七及八期地下低層第四層LG401號鋪OK #593*,,00:00-23:59,00:00-23:59,22.3355982,114.167685,Sham Shui Po District,深水埗區,Shek Kip Mei,石硤尾,partner,"3,6,7",false
852BA2005,"Conv. Store Shop C, G/F, Yue Wah Building, No.15-19 Cheung Sha Wan Rd, No.34 Poplar St, KL",便利店 譽華大廈OK便利店,"Shop C, G/F, Yue Wah Building, No.15-19 Cheung Sha Wan Rd, No.34 Poplar St, KL",九龍白楊街34號長沙灣道15-19A號譽華大廈地下C鋪OK #722*,,00:00-23:59,00:00-23:59,22.3269239,114.166903,Yau Tsim Mong District,油尖旺區,Prince Edward,太子,partner,"3,6,7",false
852BA2006,OK #448,便利店 OK #448,"Ground Floor, No. 176 Lai Chi Kok Road, Kowloon",九龍荔枝角道 176 號地下 OK #448,,00:00-24:00,00:00-24:00 周六:00:00-24:00 周日:00:00-24:00 節假日:00:00-24:00,22.325726,114.164348,Sham Shui Po District,深水埗區,Sham Shui Po,深水埗,partner,"3,6,7",false
852BA2007,OK #253, 便利店 OK #253,"G/F., No. 128 Fuk Wing Street, Kowloon",九龍深水埗福榮街128號地下 OK #253*,,00:00-24:00,00:00-24:00 周六:00：00-24:00 周日:00:00-24:00 節假日:00:00-24:00,22.3328,114.1619,Sham Shui Po District,深水埗區,Sham Shui Po,深水埗,partner,"3,6,7",false
852BA3001,"Indiv. Store SHOP 7, G/F MEI WUI HOUSE, SHEK KIP MEI ESTATE, SHEK KIP MEI",合作點 源泰文具(石硤尾邨),"SHOP 7, G/F MEI WUI HOUSE, SHEK KIP MEI ESTATE, SHEK KIP MEI*",九龍石硤尾邨美薈樓地下7號鋪 源泰文具*,,10:00-21:00,10:00-21:00 周六:10:00-21:00 周日:10:00-21:00,22.3329,114.1674,Sham Shui Po District,深水埗區,Shek Kip Mei,石硤尾,partner,"3,6,7",false
852BA3004,"Indiv. Store Shop 114, Nam Lok House, Nam Shan Estate, Shek Kip Mei, Kowloon",合作點 南昌辦館,"Shop 114, Nam Lok House, Nam Shan Estate, Shek Kip Mei, Kowloon*",九龍石硤尾南山邨南樂樓114鋪 南昌辦館*,,12:00-20:30,12:00-20:30,22.3328077,114.1701894,Sham Shui Po District,深水埗區,Shek Kip Mei,石硤尾,partner,"3,6,7",false
852BA3008,斜角巷新高登电脑,合作店 斜角巷新高登電腦,"Shop 225, 2nd Floor, NEW CAPITAL COMPUTER PLAZA, 85-95 Un Chau Street, Sham Shui Po, Kowloon*",深水埗元州街新高登電腦廣場2樓225號鋪(斜角巷新高登電腦)*,,12:00-20:00,12:00-20:00 周六:12:00-20:00 周日:13:00-18:00,22.33266,114.162442,Sham Shui Po District,深水埗區,Sham Shui Po,深水埗,partner,"3,6,7",false
852BA3009,車迷店,合作店 車迷店,"Shop 256,G/F,Apliu ST，Sham Shui Po, KLN *",九龍深水埗鴨寮街地下256號（車迷店）*,,11:00-20:00,11:00-20:00 周六:11:00-20:00 周日:11:00-20:00,22.33123,114.160845,Sham Shui Po District,深水埗區,Sham Shui Po,深水埗,partner,"3,6,7",false
852BA3015,潮豐藥妝,合作店 潮豐葯妝,"Shop C2, Ground Floor, Tai Lei Building, 165-167 North River Street, Sham Shui Po, Hong Kong*",香港深水埗北河街165-167號太利樓地下C2號鋪 潮豐葯妝*,,14:00-23:00,14:00-23:00 周六:14:00-23:00 周日:14:00-23:00,22.331797,114.16354826,Yau Tsim Mong District,油尖旺區,Prince Edward,太子,partner,"3,6,7",false
852BA3016,淘寶集運自提點,合作店 淘寶集運自提點,"Shop 212A1，Hai Tan Street，Sham Shui Po, KL*",深水埗海壇街212A1鋪 淘寶集運自提點*,,13:00-19:00,13:00-19:00 周六:13:00-18:30,22.327984,114.159494,Yau Tsim Mong District,油尖旺區,Prince Edward,太子,partner,"3,6,7",false
852BA3017,竣富自提点,合作店 竣富自提點,"Rear Block,No.22 Yiu Tung Street，Shek Kip Mei,KLN(closed mon-fri16:00-18:00)*",九龍石硤尾耀東街22號後座地下 竣富自提點 午休時間周一至五16:00-18:00*,,11:00-21:00,11:00-21:00 周六:12:30-19:30 周日:12:30-19:30,22.330877,114.165883,Sham Shui Po District,深水埗區,Shek Kip Mei,石硤尾,partner,"3,6,7",false
852BAL,"Charming Garden, Mong Kok",旺角富榮花園順豐站,"Shop 38, G/F, Charming Garden Phase 2, Hoi Wang Road*^,Mong Kok,Yau Tsim Mong District,Hong Kong",香港油尖旺區旺角海庭道8號富榮花園2期地下38號鋪*,64684261,Mon to Fri 11:00-21:00; Sun & Public Holidays 12:00-20:00; Sat 12:00-20:00,"周一至周五,12:00-21:00;周日及公眾假期,12:00-20:00; 周六,12:00-20:00",22.31391,114.16458,Yau Tsim Mong District,油尖旺區,Mong Kok,旺角,station,"3,5,6,7",false
852BB,"Kam Wah Building, Yau Ma Tei",油麻地金華大廈順豐站,"Shop B1, G/F, Kam Wah Building, No. 831 Canton Road*^,Yau Ma Tei,Yau Tsim Mong District,Hong Kong",香港油尖旺區油麻地廣東道831號金華大廈B座地下B1鋪*,64426542,Mon to Sat 09:00-20:00; Sun & Statutory Holidays Closed,"周一至周六,09:00-20:00;周日及勞工假期,休息",22.313058,114.168363,Yau Tsim Mong District,油尖旺區,Yau Ma Tei,油麻地,station,"1,3,5,6,7",true
852BB2001,"Shop 2, G/F, Arts Mansion, 4&6 Man Ming Lane, Yau Ma Tei, KLN",便利店 文明裡OK便利店,"Shop 2, G/F, Arts Mansion, 4&6 Man Ming Lane, Yau Ma Tei, KLN",九龍油麻地文明裡4-6號地下2號鋪OK #316*,,00:00-23:59,00:00-23:59,22.311759,114.170527,Yau Tsim Mong District,油尖旺區,Yau Ma Tei,油麻地,partner,"3,6,7",false
852BB2002,"G/F, 50 & 52 Pitt Street, Yau Ma Tei, KLN",碧街OK便利店,"G/F, 50 & 52 Pitt Street, Yau Ma Tei, KLN",九龍油麻地碧街50號地下OK #381*,,00:00-23:59,00:00-23:59,22.313901,114.170931,Yau Tsim Mong District,油尖旺區,Yau Ma Tei,油麻地,partner,"3,6,7",false
